Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0994;2024-05-06;0;1;0;0;1;2;6;19;55;24;10;8;30;18;18;15;24;85;112;52;27;17;7;3;534;;1;0994 - Ceineray vers Est;2024-05-06;Hors Vacances
9673;2024-05-06;2;0;0;0;1;0;0;29;67;15;3;5;17;7;7;12;20;49;79;37;13;10;9;5;387;;1;9673 -;2024-05-06;Hors Vacances
0666;2024-05-06;1;0;0;0;1;0;0;10;13;5;6;5;4;9;8;11;18;21;31;11;14;6;4;4;182;;1;0666 - Pont Audibert vers Sud;2024-05-06;Hors Vacances
0670;2024-05-06;0;0;1;0;0;3;1;25;31;12;5;3;10;6;6;8;11;19;42;19;10;5;10;6;233;;1;0670 - Pont de Pirmil vers Sud;2024-05-06;Hors Vacances
0680;2024-05-06;0;1;1;0;1;5;9;32;66;30;8;18;23;20;22;14;25;42;39;26;15;8;11;3;419;;1;0680 - Stalingrad vers ouest;2024-05-06;Hors Vacances
0788;2024-05-06;30;23;19;15;46;50;68;130;252;116;56;75;136;134;127;109;133;250;319;220;157;68;73;65;2671;;1;0788 - 50 Otages Vers Nord;2024-05-06;Hors Vacances
0880;2024-05-06;2;0;2;0;1;3;20;80;270;91;21;25;40;76;46;34;86;136;169;84;46;28;31;33;1324;;1;0880 - Madeleine vers Nord;2024-05-06;Hors Vacances
0890;2024-05-06;2;1;4;1;9;17;40;166;442;187;45;52;86;83;73;68;127;269;315;165;94;51;51;24;2372;;1;0890 - Pont de Pirmil vers Sud;2024-05-06;Hors Vacances
0997;2024-05-06;0;0;0;0;1;3;7;38;113;1;7;9;14;12;2;22;29;67;68;2;15;3;3;0;416;;1;0997 - Van Iseghem vers Sud;2024-05-06;Hors Vacances
1041;2024-05-06;0;0;0;0;0;1;3;17;68;11;5;3;7;4;3;4;7;31;39;17;5;2;1;3;231;;1;1041 - Guy Mollet vers Nord;2024-05-06;Hors Vacances
8672;2024-05-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;8672 -;2024-05-06;Hors Vacances
0664;2024-05-05;12;4;5;0;6;1;3;7;7;9;6;10;18;11;12;8;10;7;12;18;10;8;16;3;203;;7;0664 - Bonduelle vers sud;2024-05-05;Vacances de printemps
0666;2024-05-05;6;2;2;4;0;2;0;0;7;1;1;1;3;3;0;3;1;1;3;1;6;4;3;2;56;;7;0666 - Pont Audibert vers Sud;2024-05-05;Vacances de printemps
0668;2024-05-05;8;6;5;1;5;0;6;3;3;7;2;1;14;7;5;6;7;11;11;13;7;3;14;2;147;;7;0668 - De Gaulle vers sud;2024-05-05;Vacances de printemps
0669;2024-05-05;2;0;4;1;2;2;0;4;5;10;3;7;3;7;9;6;12;5;6;7;11;8;0;2;116;;7;0669 - De Gaulle sortie Clémenceau vers Nord;2024-05-05;Vacances de printemps
0674;2024-05-05;12;14;4;4;1;1;4;1;4;4;11;11;10;14;10;9;12;11;13;13;11;9;8;9;200;;7;0674 - Pont Haudaudine vers Sud;2024-05-05;Vacances de printemps
0676;2024-05-05;10;5;3;0;0;0;2;4;5;5;7;6;10;5;6;9;9;12;7;8;9;6;0;0;128;;7;0676 - Pont Willy Brandt vers Beaulieu;2024-05-05;Vacances de printemps
0682;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;0682 - pont Anne de Bretagne vers Sud;2024-05-05;Vacances de printemps
0744;2024-05-05;8;0;5;2;3;3;1;5;5;10;19;5;8;7;10;5;13;19;11;8;13;10;6;1;177;;7;0744 - Calvaire vers Est;2024-05-05;Vacances de printemps
0785;2024-05-05;28;12;14;0;7;9;10;13;38;32;43;37;29;35;33;25;31;27;25;26;27;22;10;11;544;;7;0785 - 50 Otages Vers Sud;2024-05-05;Vacances de printemps
0944;2024-05-05;4;2;5;0;0;0;2;2;1;6;2;3;10;1;5;3;4;4;1;7;1;1;2;0;66;;7;0944 - Magellan vers Est;2024-05-05;Vacances de printemps
0950;2024-05-05;6;2;2;0;1;0;1;1;2;4;1;12;5;2;6;5;4;9;2;8;10;0;2;0;85;;7;0950 - avenue de la Libération vers Nord;2024-05-05;Vacances de printemps
0960;2024-05-05;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;7;;7;0960 - Sorinières Vers Nord;2024-05-05;Vacances de printemps
0977;2024-05-05;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;2;0;0;2;0;0;2;0;12;;7;0977 - pont des 3 Continents vers Nord;2024-05-05;Vacances de printemps
0980;2024-05-05;0;0;1;0;0;0;0;0;0;2;2;0;6;1;2;3;1;0;0;0;0;0;0;0;18;;7;0980 - Pont Tabarly vers Sud;2024-05-05;Vacances de printemps
0987;2024-05-05;2;0;2;0;0;0;0;1;0;1;1;1;0;0;3;3;4;0;0;7;6;1;0;0;32;;7;0987 - Tremie vers Est;2024-05-05;Vacances de printemps
9673;2024-05-05;4;9;2;4;3;1;1;4;2;5;5;7;6;6;5;6;3;7;2;3;4;5;4;2;100;;7;9673 -;2024-05-05;Vacances de printemps
9998;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;9998 -;2024-05-05;Vacances de printemps
0667;2024-05-05;55;15;12;9;4;7;10;9;25;17;35;32;45;28;18;24;35;25;29;46;21;26;9;7;543;;7;0667 - Entrée pont Audibert vers Nord;2024-05-05;Vacances de printemps
0672;2024-05-05;7;6;5;5;1;1;0;2;9;5;6;13;9;8;13;8;6;11;12;5;5;4;3;3;147;;7;0672 - Pont de Pornic vers Nord;2024-05-05;Vacances de printemps
0673;2024-05-05;4;9;3;5;1;2;3;4;3;5;5;9;14;8;7;7;5;8;10;4;5;3;4;2;130;;7;0673 - Pont de Pornic vers Sud;2024-05-05;Vacances de printemps
0679;2024-05-05;1;2;1;0;0;1;0;0;1;4;3;2;3;1;0;3;2;1;3;2;3;0;0;0;33;;7;0679 - Bd Malakoff vers Gare Sud;2024-05-05;Vacances de printemps
1041;2024-05-05;1;0;0;2;0;0;0;0;1;0;0;3;3;5;0;0;1;0;2;4;1;0;2;0;25;;7;1041 - Guy Mollet vers Nord;2024-05-05;Vacances de printemps
8672;2024-05-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;8672 -;2024-05-05;Vacances de printemps
0890;2024-05-05;29;21;19;14;10;9;13;10;33;37;31;41;43;26;30;24;22;40;20;36;30;17;17;8;580;;7;0890 - Pont de Pirmil vers Sud;2024-05-05;Vacances de printemps
0725;2024-05-05;3;3;3;1;0;0;4;3;1;7;5;6;3;4;4;7;5;2;9;9;5;3;4;1;92;;7;0725 - Pont Tabarly vers Sud;2024-05-05;Vacances de printemps
0743;2024-05-05;8;26;7;4;0;0;0;3;11;15;24;17;24;18;16;16;27;12;15;18;17;16;15;4;313;;7;0743 - Philippot vers ouest;2024-05-05;Vacances de printemps
0727;2024-05-05;0;1;4;2;3;0;0;1;4;11;4;8;11;3;6;3;22;5;5;8;9;6;2;1;119;;7;0727 - Pont Tabarly vers Nord;2024-05-05;Vacances de printemps
0946;2024-05-05;29;11;8;2;1;1;3;3;5;7;9;8;16;9;8;8;7;9;5;12;8;8;4;2;183;;7;0946 - Magellan vers Est;2024-05-05;Vacances de printemps
0959;2024-05-05;0;0;0;0;2;0;0;1;2;5;1;2;1;3;3;1;1;1;1;1;0;1;0;0;26;;7;0959 - Sorinières Vers Sud;2024-05-05;Vacances de printemps
0995;2024-05-05;5;3;2;0;1;2;4;4;5;10;8;15;17;12;10;11;12;8;7;11;5;7;4;1;164;;7;0995 - Ceineray vers Ouest;2024-05-05;Vacances de printemps
0943;2024-05-05;2;1;7;0;1;0;1;0;1;3;5;6;8;4;7;4;2;0;3;4;1;1;3;1;65;;7;0943 - Magellan vers Ouest;2024-05-05;Vacances de printemps
0979;2024-05-05;3;3;3;1;0;1;2;2;7;5;11;24;7;10;9;10;2;4;3;2;5;3;4;2;123;;7;0979 - pont des 3 Continents vers Sud;2024-05-05;Vacances de printemps
0788;2024-05-05;104;75;85;50;46;39;64;31;48;48;71;64;93;74;77;68;58;51;86;107;112;62;70;54;1637;;7;0788 - 50 Otages Vers Nord;2024-05-05;Vacances de printemps
0997;2024-05-05;2;1;1;1;0;0;1;3;7;10;8;14;8;3;10;3;7;11;5;3;7;2;2;1;110;;7;0997 - Van Iseghem vers Sud;2024-05-05;Vacances de printemps
8673;2024-05-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;8673 -;2024-05-05;Vacances de printemps
0847;2024-05-05;38;24;27;8;13;2;5;6;21;27;24;20;28;27;41;17;28;20;30;25;21;29;23;18;522;;7;0847 - Entrée pont Audibert vers Sud;2024-05-05;Vacances de printemps
0670;2024-05-05;6;4;4;3;7;4;1;4;7;8;1;7;9;7;4;7;7;4;7;7;2;3;3;6;122;;7;0670 - Pont de Pirmil vers Sud;2024-05-05;Vacances de printemps
0746;2024-05-05;0;3;0;2;0;0;1;2;5;10;6;18;7;7;3;6;8;14;1;7;2;1;0;0;103;;7;0746 - Chemin de halage Tortière vers Sud;2024-05-05;Vacances de printemps
0681;2024-05-05;11;9;8;6;2;3;2;3;2;2;8;7;6;5;5;8;9;13;10;12;13;10;6;4;164;;7;0681 - Stalingrad vers est;2024-05-05;Vacances de printemps
0742;2024-05-05;24;4;13;5;3;1;5;3;10;17;17;14;19;10;12;13;16;10;16;13;18;9;5;6;263;;7;0742 - Philippot vers Est;2024-05-05;Vacances de printemps
0680;2024-05-05;3;1;2;2;3;2;2;3;8;4;20;12;6;5;13;9;5;9;8;10;10;5;3;3;148;;7;0680 - Stalingrad vers ouest;2024-05-05;Vacances de printemps
0675;2024-05-05;17;4;9;4;1;1;5;2;3;6;8;6;16;9;3;6;6;9;3;6;9;5;5;2;145;;7;0675 - Pont Haudaudine vers Nord;2024-05-05;Vacances de printemps
1042;2024-05-05;1;0;0;0;0;0;0;1;1;4;6;1;4;3;6;3;1;1;4;2;2;2;2;0;44;;7;1042 - Guy Mollet vers Sud;2024-05-05;Vacances de printemps
0747;2024-05-05;6;2;2;1;0;1;0;0;7;12;9;16;10;5;7;1;9;8;1;7;0;0;0;2;106;;7;0747 - Chemin de halage Tortière vers Nord;2024-05-05;Vacances de printemps
0988;2024-05-05;2;4;0;1;0;0;1;2;9;10;18;8;15;11;9;11;21;13;19;19;13;13;21;2;222;;7;0988 - Kennedy vers Est;2024-05-05;Vacances de printemps
0996;2024-05-05;7;3;4;1;2;1;1;2;5;8;17;12;5;9;6;3;8;11;6;8;4;4;4;3;134;;7;0996 - Van Iseghem vers Nord;2024-05-05;Vacances de printemps
0665;2024-05-05;3;2;3;2;2;0;1;3;4;11;4;15;14;16;12;12;17;9;12;11;14;8;3;0;178;;7;0665 - Bonduelle vers Nord;2024-05-05;Vacances de printemps
0994;2024-05-05;12;4;5;2;0;0;1;5;2;1;6;6;10;6;7;2;10;9;5;6;5;7;2;1;114;;7;0994 - Ceineray vers Est;2024-05-05;Vacances de printemps
0787;2024-05-05;2;3;2;2;0;0;0;2;0;3;3;3;2;3;1;0;1;2;0;0;1;1;4;1;36;;7;0787 - 50 Otages Vers Sud;2024-05-05;Vacances de printemps
0881;2024-05-05;23;8;10;5;2;6;9;5;12;17;27;21;33;17;18;21;29;14;25;36;25;20;8;11;402;;7;0881 - Madeleine vers Sud;2024-05-05;Vacances de printemps
0945;2024-05-05;5;8;14;4;1;0;0;0;3;6;4;7;14;5;10;7;13;9;5;11;3;7;5;3;144;;7;0945 - Magellan vers Ouest;2024-05-05;Vacances de printemps
0947;2024-05-05;0;0;1;0;1;0;0;4;2;6;1;7;15;7;2;8;6;7;4;3;1;0;2;0;77;;7;0947 - Bd Malakoff vers Ouest;2024-05-05;Vacances de printemps
0948;2024-05-05;2;0;0;0;0;0;1;1;3;19;3;5;7;1;6;5;4;3;3;2;2;0;1;0;68;;7;0948 - Bd Malakoff vers Est;2024-05-05;Vacances de printemps
0949;2024-05-05;2;1;4;1;2;3;0;1;4;3;4;4;5;7;3;2;4;0;7;3;1;3;1;0;65;;7;0949 - avenue de la Libération vers Sud;2024-05-05;Vacances de printemps
0989;2024-05-05;19;9;10;7;6;4;10;8;11;11;27;23;24;9;16;14;13;23;16;16;12;11;6;2;307;;7;0989 - Kennedy vers Ouest;2024-05-05;Vacances de printemps
1056;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1056 -;2024-05-05;Vacances de printemps
9672;2024-05-05;7;9;6;7;1;2;3;2;10;7;9;15;21;13;17;10;11;16;22;8;11;7;4;3;221;;7;9672 -;2024-05-05;Vacances de printemps
9999;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;9999 -;2024-05-05;Vacances de printemps
0677;2024-05-05;7;0;0;0;4;2;1;1;2;2;3;7;8;5;5;12;10;6;7;8;7;2;2;0;101;;7;0677 - Pont Willy Brandt vers Malakoff;2024-05-05;Vacances de printemps
0683;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;0683 - pont Anne de Bretagne vers Nord;2024-05-05;Vacances de printemps
0745;2024-05-05;5;1;2;0;0;2;1;0;0;1;0;0;1;1;0;0;1;2;5;24;13;1;0;1;61;;7;0745 - Calvaire vers Ouest;2024-05-05;Vacances de printemps
0786;2024-05-05;41;16;20;11;6;6;6;10;9;21;33;31;42;26;23;22;32;25;32;37;19;26;11;13;518;;7;0786 - 50 Otages Vers Nord;2024-05-05;Vacances de printemps
0880;2024-05-05;24;15;10;8;9;1;8;5;9;10;21;18;21;14;22;10;21;11;19;14;13;20;13;19;335;;7;0880 - Madeleine vers Nord;2024-05-05;Vacances de printemps
0981;2024-05-05;0;2;0;1;0;0;1;0;0;0;2;2;5;0;3;0;9;1;0;3;0;1;0;1;31;;7;0981 - Pont Tabarly vers Nord;2024-05-05;Vacances de printemps
0986;2024-05-05;1;0;0;0;0;0;0;0;4;4;3;2;3;4;2;3;4;1;3;3;3;0;2;0;42;;7;0986 - Tremie vers Ouest;2024-05-05;Vacances de printemps
1054;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1054 -;2024-05-05;Vacances de printemps
1055;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1055 -;2024-05-05;Vacances de printemps
1057;2024-05-05;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1057 -;2024-05-05;Vacances de printemps
0679;2024-05-04;0;0;1;0;1;0;0;0;0;2;0;2;2;2;2;1;2;5;1;1;0;1;0;1;24;;6;0679 - Bd Malakoff vers Gare Sud;2024-05-04;Vacances de printemps
0745;2024-05-04;6;0;0;0;0;0;1;1;0;2;3;8;8;1;2;9;5;11;4;5;1;5;1;1;74;;6;0745 - Calvaire vers Ouest;2024-05-04;Vacances de printemps
0847;2024-05-04;50;40;26;14;9;3;5;4;12;15;26;22;43;39;49;39;50;56;67;81;64;51;43;26;834;;6;0847 - Entrée pont Audibert vers Sud;2024-05-04;Vacances de printemps
0945;2024-05-04;22;10;8;2;1;1;1;0;4;10;3;13;13;5;20;16;15;10;29;19;24;12;10;2;250;;6;0945 - Magellan vers Ouest;2024-05-04;Vacances de printemps
0946;2024-05-04;7;11;5;1;1;3;1;0;5;12;9;11;19;9;14;14;7;29;19;16;15;8;12;16;244;;6;0946 - Magellan vers Est;2024-05-04;Vacances de printemps
8672;2024-05-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8672 -;2024-05-04;Vacances de printemps
0994;2024-05-04;10;8;1;0;5;2;2;3;3;3;4;7;14;13;15;24;16;25;27;36;16;12;8;13;267;;6;0994 - Ceineray vers Est;2024-05-04;Vacances de printemps
1041;2024-05-04;4;0;1;1;1;0;1;1;2;2;0;1;0;2;1;6;1;2;3;3;2;0;1;0;35;;6;1041 - Guy Mollet vers Nord;2024-05-04;Vacances de printemps
0682;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0682 - pont Anne de Bretagne vers Sud;2024-05-04;Vacances de printemps
0664;2024-05-04;14;17;10;3;0;2;1;1;5;10;8;16;19;17;17;9;9;27;19;36;25;7;14;8;294;;6;0664 - Bonduelle vers sud;2024-05-04;Vacances de printemps
0670;2024-05-04;7;8;3;1;3;1;0;1;1;2;4;3;8;4;4;9;9;7;8;7;5;6;7;5;113;;6;0670 - Pont de Pirmil vers Sud;2024-05-04;Vacances de printemps
0672;2024-05-04;7;3;3;0;0;0;2;3;4;7;11;13;5;11;6;13;9;12;19;21;12;12;2;5;180;;6;0672 - Pont de Pornic vers Nord;2024-05-04;Vacances de printemps
0675;2024-05-04;8;8;5;2;3;0;1;1;6;10;17;17;20;15;15;23;21;27;29;21;16;19;1;10;295;;6;0675 - Pont Haudaudine vers Nord;2024-05-04;Vacances de printemps
0743;2024-05-04;16;12;11;5;3;0;0;3;14;19;16;22;20;20;16;16;37;23;41;30;37;18;14;11;404;;6;0743 - Philippot vers ouest;2024-05-04;Vacances de printemps
0943;2024-05-04;5;1;1;0;0;1;1;0;0;5;2;4;4;0;6;3;4;5;9;4;8;1;2;0;66;;6;0943 - Magellan vers Ouest;2024-05-04;Vacances de printemps
0950;2024-05-04;3;2;2;3;0;1;2;3;8;6;7;8;6;12;6;11;9;11;16;12;7;7;5;4;151;;6;0950 - avenue de la Libération vers Nord;2024-05-04;Vacances de printemps
0960;2024-05-04;0;0;0;0;1;0;0;0;0;0;0;1;0;2;2;2;0;2;2;1;0;0;1;2;16;;6;0960 - Sorinières Vers Nord;2024-05-04;Vacances de printemps
0980;2024-05-04;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;1;1;0;1;0;0;0;8;;6;0980 - Pont Tabarly vers Sud;2024-05-04;Vacances de printemps
0997;2024-05-04;2;0;1;0;1;2;1;1;2;7;7;10;5;8;8;10;14;23;15;11;11;1;3;2;145;;6;0997 - Van Iseghem vers Sud;2024-05-04;Vacances de printemps
0746;2024-05-04;0;0;1;0;0;0;3;2;0;5;5;2;4;14;4;9;17;14;17;8;14;1;0;3;123;;6;0746 - Chemin de halage Tortière vers Sud;2024-05-04;Vacances de printemps
0881;2024-05-04;28;21;2;5;5;3;7;9;14;30;26;23;34;25;40;27;49;41;56;66;50;25;16;17;619;;6;0881 - Madeleine vers Sud;2024-05-04;Vacances de printemps
0979;2024-05-04;4;3;5;2;1;0;4;2;6;6;7;7;14;4;10;14;15;13;22;13;17;7;7;7;190;;6;0979 - pont des 3 Continents vers Sud;2024-05-04;Vacances de printemps
0981;2024-05-04;4;0;0;0;2;0;0;0;0;2;0;1;3;0;0;2;2;3;11;4;1;1;1;1;38;;6;0981 - Pont Tabarly vers Nord;2024-05-04;Vacances de printemps
0986;2024-05-04;0;3;0;0;1;0;0;1;0;5;4;1;4;4;4;9;10;10;8;7;8;1;4;1;85;;6;0986 - Tremie vers Ouest;2024-05-04;Vacances de printemps
0987;2024-05-04;3;2;2;1;1;0;1;0;0;2;2;1;5;0;3;6;2;4;6;1;2;2;6;6;58;;6;0987 - Tremie vers Est;2024-05-04;Vacances de printemps
1056;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1056 -;2024-05-04;Vacances de printemps
9672;2024-05-04;18;7;6;0;0;1;3;3;8;11;17;18;9;18;10;20;17;21;28;26;20;13;2;6;282;;6;9672 -;2024-05-04;Vacances de printemps
9999;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;9999 -;2024-05-04;Vacances de printemps
0676;2024-05-04;6;7;1;1;0;0;1;0;1;5;8;5;9;9;3;7;8;18;12;7;32;7;4;6;157;;6;0676 - Pont Willy Brandt vers Beaulieu;2024-05-04;Vacances de printemps
0744;2024-05-04;3;1;0;0;5;0;1;1;10;8;13;17;16;14;13;32;28;29;27;30;41;22;8;7;326;;6;0744 - Calvaire vers Est;2024-05-04;Vacances de printemps
0742;2024-05-04;14;16;4;5;5;1;1;1;11;18;16;29;27;13;24;33;17;47;29;20;22;17;19;23;412;;6;0742 - Philippot vers Est;2024-05-04;Vacances de printemps
0680;2024-05-04;2;1;1;1;3;1;2;5;3;6;6;3;7;12;11;25;20;25;14;24;16;6;10;5;209;;6;0680 - Stalingrad vers ouest;2024-05-04;Vacances de printemps
0666;2024-05-04;4;2;2;1;1;0;0;0;1;2;8;5;3;2;2;7;3;2;4;9;5;1;5;3;72;;6;0666 - Pont Audibert vers Sud;2024-05-04;Vacances de printemps
0667;2024-05-04;33;25;9;4;5;3;12;11;24;33;31;34;42;34;51;50;57;60;74;70;55;31;31;32;811;;6;0667 - Entrée pont Audibert vers Nord;2024-05-04;Vacances de printemps
0673;2024-05-04;16;10;3;1;3;1;0;1;6;4;5;5;10;4;8;13;17;13;11;16;12;8;5;5;177;;6;0673 - Pont de Pornic vers Sud;2024-05-04;Vacances de printemps
0674;2024-05-04;15;8;2;4;3;1;1;2;2;6;11;11;25;20;22;24;21;21;29;34;38;21;5;18;344;;6;0674 - Pont Haudaudine vers Sud;2024-05-04;Vacances de printemps
1054;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1054 -;2024-05-04;Vacances de printemps
1057;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1057 -;2024-05-04;Vacances de printemps
0948;2024-05-04;5;1;0;0;0;1;0;1;0;1;6;4;6;8;10;11;16;4;5;5;10;2;4;3;103;;6;0948 - Bd Malakoff vers Est;2024-05-04;Vacances de printemps
0989;2024-05-04;22;16;12;7;6;2;11;6;13;19;12;28;24;19;28;30;33;36;42;29;22;21;7;28;473;;6;0989 - Kennedy vers Ouest;2024-05-04;Vacances de printemps
0995;2024-05-04;8;6;4;1;1;3;3;6;10;9;22;12;11;14;19;38;23;24;30;37;32;12;9;6;340;;6;0995 - Ceineray vers Ouest;2024-05-04;Vacances de printemps
0665;2024-05-04;7;6;0;1;1;2;1;3;6;8;13;12;14;13;6;19;18;20;26;27;22;18;11;8;262;;6;0665 - Bonduelle vers Nord;2024-05-04;Vacances de printemps
0677;2024-05-04;6;2;1;1;0;1;0;1;10;4;4;10;5;4;5;5;13;8;4;20;8;3;13;8;136;;6;0677 - Pont Willy Brandt vers Malakoff;2024-05-04;Vacances de printemps
0949;2024-05-04;6;1;1;0;0;0;0;3;2;1;0;4;3;7;2;5;3;11;11;12;1;1;0;4;78;;6;0949 - avenue de la Libération vers Sud;2024-05-04;Vacances de printemps
0959;2024-05-04;1;1;0;1;2;0;0;1;2;1;1;1;1;1;1;2;4;6;1;2;1;0;0;0;30;;6;0959 - Sorinières Vers Sud;2024-05-04;Vacances de printemps
0890;2024-05-04;41;24;12;8;12;4;15;8;37;32;33;28;22;39;28;61;56;50;70;89;51;28;32;28;808;;6;0890 - Pont de Pirmil vers Sud;2024-05-04;Vacances de printemps
0727;2024-05-04;1;1;0;2;2;0;1;1;4;2;9;7;5;9;2;7;8;6;7;8;7;3;4;2;98;;6;0727 - Pont Tabarly vers Nord;2024-05-04;Vacances de printemps
0880;2024-05-04;37;25;19;14;6;6;5;6;9;8;19;16;26;38;27;18;43;44;47;66;37;35;25;27;603;;6;0880 - Madeleine vers Nord;2024-05-04;Vacances de printemps
0785;2024-05-04;46;39;14;7;10;2;11;9;16;33;52;51;50;51;52;67;67;70;91;76;91;44;35;26;1010;;6;0785 - 50 Otages Vers Sud;2024-05-04;Vacances de printemps
0669;2024-05-04;8;5;2;0;0;3;3;4;6;6;10;7;6;5;5;11;18;11;20;13;18;10;4;3;178;;6;0669 - De Gaulle sortie Clémenceau vers Nord;2024-05-04;Vacances de printemps
0681;2024-05-04;18;5;7;3;6;2;1;2;6;5;3;5;10;13;8;14;13;23;14;8;18;11;10;15;220;;6;0681 - Stalingrad vers est;2024-05-04;Vacances de printemps
0725;2024-05-04;5;6;0;0;0;2;2;0;3;2;2;6;4;11;8;10;11;4;8;5;9;4;3;6;111;;6;0725 - Pont Tabarly vers Sud;2024-05-04;Vacances de printemps
0747;2024-05-04;3;4;0;3;1;1;3;5;9;5;0;2;3;5;4;19;9;13;8;12;5;1;1;6;122;;6;0747 - Chemin de halage Tortière vers Nord;2024-05-04;Vacances de printemps
0786;2024-05-04;50;31;16;15;10;4;1;6;14;29;30;37;53;36;65;56;69;65;91;59;47;35;31;33;883;;6;0786 - 50 Otages Vers Nord;2024-05-04;Vacances de printemps
0787;2024-05-04;2;4;1;2;1;0;0;0;1;1;0;2;2;4;1;11;4;4;6;7;5;4;1;6;69;;6;0787 - 50 Otages Vers Sud;2024-05-04;Vacances de printemps
0944;2024-05-04;6;3;1;1;0;0;1;0;0;5;2;1;5;2;10;2;3;11;7;7;9;3;2;2;83;;6;0944 - Magellan vers Est;2024-05-04;Vacances de printemps
0977;2024-05-04;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;4;2;0;2;16;;6;0977 - pont des 3 Continents vers Nord;2024-05-04;Vacances de printemps
0988;2024-05-04;4;1;3;0;1;2;2;5;8;17;14;19;26;18;19;22;25;33;34;29;26;8;9;10;335;;6;0988 - Kennedy vers Est;2024-05-04;Vacances de printemps
0996;2024-05-04;9;5;1;2;2;1;1;4;11;5;4;3;9;7;4;15;5;17;14;17;5;3;4;10;158;;6;0996 - Van Iseghem vers Nord;2024-05-04;Vacances de printemps
1042;2024-05-04;2;0;2;0;0;1;0;0;0;3;3;1;2;3;4;7;2;2;2;3;1;4;1;0;43;;6;1042 - Guy Mollet vers Sud;2024-05-04;Vacances de printemps
1055;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1055 -;2024-05-04;Vacances de printemps
0668;2024-05-04;7;11;6;4;0;0;1;0;4;4;8;6;5;12;11;6;10;23;13;14;18;5;7;9;184;;6;0668 - De Gaulle vers sud;2024-05-04;Vacances de printemps
0683;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0683 - pont Anne de Bretagne vers Nord;2024-05-04;Vacances de printemps
0788;2024-05-04;101;65;61;56;68;64;57;34;42;38;63;71;91;81;60;87;112;84;127;142;127;102;87;118;1938;;6;0788 - 50 Otages Vers Nord;2024-05-04;Vacances de printemps
0947;2024-05-04;1;2;0;1;0;1;0;0;2;2;0;0;3;4;5;4;5;7;12;7;8;4;4;2;74;;6;0947 - Bd Malakoff vers Ouest;2024-05-04;Vacances de printemps
8673;2024-05-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8673 -;2024-05-04;Vacances de printemps
9673;2024-05-04;7;7;2;1;5;1;0;2;3;1;4;5;7;3;7;14;11;14;8;15;14;10;6;5;152;;6;9673 -;2024-05-04;Vacances de printemps
9998;2024-05-04;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;9998 -;2024-05-04;Vacances de printemps
0667;2024-05-03;21;7;8;0;4;6;31;86;230;133;73;73;117;75;85;81;124;184;212;170;118;63;40;53;1994;;5;0667 - Entrée pont Audibert vers Nord;2024-05-03;Vacances de printemps
0948;2024-05-03;0;0;0;0;0;4;2;10;16;13;5;16;26;11;26;17;39;42;35;20;7;8;2;6;305;;5;0948 - Bd Malakoff vers Est;2024-05-03;Vacances de printemps
0979;2024-05-03;10;3;1;3;3;2;12;30;72;34;20;15;27;25;7;19;36;39;42;25;23;6;3;12;469;;5;0979 - pont des 3 Continents vers Sud;2024-05-03;Vacances de printemps
